filename	label	sex	speaker	domain	fold
MSP-IMPROV-S03N-M01-S-MF01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S03N-M01-S-MF02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S03N-M01-T-MF01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S03S-F01-P-FM01	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S03S-F01-P-FM02	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S03S-F01-P-MF01	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S03S-F01-P-MF02	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S03S-F01-P-MF03	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S03S-F01-S-FM01	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S03S-F01-S-FM02	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S03S-F01-S-FM03	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S03S-F01-S-MF01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S03S-F01-S-MF02	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S03S-F01-S-MF03	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S03S-F01-S-MF04	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S03S-F01-T-FM01	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S03S-M01-P-FM02	H	M	01M	MSP-IMPROV	1
MSP-IMPROV-S03S-M01-P-MF01	H	M	01M	MSP-IMPROV	1
MSP-IMPROV-S03S-M01-P-MF02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S03S-M01-P-MF03	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S03S-M01-S-FM01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S03S-M01-S-FM02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S03S-M01-S-MF01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S03S-M01-S-MF02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S03S-M01-S-MF03	S	M	01M	MSP-IMPROV	1
MSP-IMPROV-S03S-M01-S-MF04	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S03S-M01-T-MF01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04A-F01-P-FM01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04A-F01-P-FM02	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04A-F01-P-MF01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04A-F01-S-FM01	A	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04A-F01-S-FM02	A	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04A-F01-S-MF01	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04A-F01-S-MF02	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04A-F01-S-MF03	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04A-F01-S-MF04	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04A-F01-T-FM01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04A-M01-P-MF01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04A-M01-P-MF02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04A-M01-S-FM01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04A-M01-S-FM02	S	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04A-M01-S-FM03	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04A-M01-S-MF02	A	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04A-M01-S-MF03	A	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04A-M01-S-MF04	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04A-M01-T-MF01	A	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04H-F01-P-FM01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04H-F01-S-FM01	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04H-F01-S-FM02	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04H-F01-S-MF01	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04H-F01-S-MF02	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04H-F01-T-FM01	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04H-M01-P-FM01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04H-M01-S-FM01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04H-M01-S-FM02	H	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04H-M01-S-MF03	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04H-M01-T-MF01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04N-F01-P-FM01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04N-F01-P-FM02	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04N-F01-P-MF01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04N-F01-S-FM01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04N-F01-S-FM02	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04N-F01-S-MF01	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04N-F01-S-MF02	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04N-F01-T-FM01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04N-M01-P-FM01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04N-M01-P-FM02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04N-M01-P-MF01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04N-M01-S-FM01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04N-M01-S-FM02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04N-M01-S-FM03	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04N-M01-S-MF01	H	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04N-M01-T-MF01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04S-F01-P-FM01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04S-F01-P-MF01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04S-F01-S-FM01	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04S-F01-S-FM02	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04S-F01-S-FM03	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04S-F01-S-MF01	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04S-F01-S-MF02	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04S-F01-S-MF03	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04S-F01-T-FM01	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S04S-M01-P-MF01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04S-M01-S-FM01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04S-M01-S-FM02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04S-M01-S-FM03	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04S-M01-S-MF01	S	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04S-M01-S-MF02	S	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04S-M01-S-MF03	S	M	01M	MSP-IMPROV	1
MSP-IMPROV-S04S-M01-T-MF01	S	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05A-F01-P-FM01	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05A-F01-P-MF01	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05A-F01-P-MF02	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05A-F01-S-FM01	A	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05A-F01-S-FM02	A	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05A-F01-S-FM03	A	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05A-F01-S-MF02	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05A-F01-S-MF03	A	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05A-F01-S-MF04	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05A-F01-S-MF05	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05A-F01-S-MF06	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05A-F01-S-MF07	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05A-F01-S-MF08	A	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05A-F01-S-MF09	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05A-F01-T-FM01	A	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05A-M01-P-FM01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05A-M01-P-MF01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05A-M01-P-MF02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05A-M01-P-MF03	H	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05A-M01-P-MF04	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05A-M01-P-MF05	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05A-M01-P-MF06	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05A-M01-S-FM02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05A-M01-S-FM03	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05A-M01-S-MF01	A	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05A-M01-S-MF02	A	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05A-M01-S-MF03	A	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05A-M01-S-MF04	A	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05A-M01-S-MF05	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05A-M01-S-MF06	A	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05A-M01-S-MF07	A	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05A-M01-S-MF08	A	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05A-M01-S-MF09	A	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05A-M01-T-MF01	A	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05H-F01-P-FM01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05H-F01-P-FM02	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05H-F01-P-FM03	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05H-F01-P-FM04	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05H-F01-S-FM01	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05H-F01-S-FM02	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05H-F01-S-MF01	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05H-F01-S-MF02	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05H-F01-S-MF03	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05H-F01-S-MF04	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05H-F01-T-FM01	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05H-M01-P-FM01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05H-M01-P-FM02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05H-M01-P-FM03	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05H-M01-P-FM04	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05H-M01-P-MF03	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05H-M01-S-FM01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05H-M01-S-FM02	H	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05H-M01-S-MF01	H	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05H-M01-S-MF02	H	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05H-M01-T-MF01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05N-F01-P-FM01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05N-F01-P-FM02	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05N-F01-P-MF01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05N-F01-P-MF02	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05N-F01-S-FM01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05N-F01-S-FM02	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05N-F01-S-MF01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05N-F01-T-FM01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05N-M01-P-FM01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05N-M01-P-MF01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05N-M01-P-MF02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05N-M01-S-FM01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05N-M01-S-FM02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05N-M01-S-MF01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05N-M01-S-MF02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05N-M01-T-MF01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05S-F01-P-FM01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05S-F01-P-MF01	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05S-F01-P-MF02	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05S-F01-P-MF03	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05S-F01-S-FM01	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05S-F01-S-FM02	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05S-F01-S-MF01	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05S-F01-S-MF02	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05S-F01-S-MF03	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05S-F01-T-FM01	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S05S-M01-P-MF01	A	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05S-M01-P-MF02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05S-M01-P-MF03	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05S-M01-S-FM02	S	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05S-M01-S-MF01	S	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05S-M01-S-MF02	S	M	01M	MSP-IMPROV	1
MSP-IMPROV-S05S-M01-T-MF01	S	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06A-F01-P-FM01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06A-F01-P-FM02	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06A-F01-P-FM03	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06A-F01-P-MF01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06A-F01-P-MF02	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06A-F01-P-MF03	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06A-F01-S-FM02	A	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06A-F01-S-MF01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06A-F01-S-MF02	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06A-F01-T-FM01	A	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06A-M01-P-FM01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06A-M01-P-FM02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06A-M01-P-MF01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06A-M01-P-MF02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06A-M01-P-MF03	A	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06A-M01-P-MF04	A	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06A-M01-S-FM01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06A-M01-S-FM02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06A-M01-S-MF01	A	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06A-M01-S-MF02	A	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06A-M01-S-MF03	A	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06A-M01-S-MF04	A	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06A-M01-T-MF01	A	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06H-F01-P-FM01	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06H-F01-P-FM02	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06H-F01-P-MF01	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06H-F01-P-MF02	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06H-F01-P-MF03	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06H-F01-S-FM01	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06H-F01-S-MF01	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06H-F01-S-MF02	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06H-F01-T-FM01	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06H-M01-P-FM02	H	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06H-M01-P-MF01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06H-M01-P-MF02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06H-M01-P-MF03	H	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06H-M01-S-FM01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06H-M01-S-FM02	H	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06H-M01-S-FM03	H	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06H-M01-S-MF01	H	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06H-M01-T-MF01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06N-F01-P-FM01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06N-F01-P-FM02	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06N-F01-P-MF02	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06N-F01-S-FM01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06N-F01-S-FM02	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06N-F01-S-MF01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06N-F01-S-MF02	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06N-F01-T-FM01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06N-M01-P-FM01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06N-M01-P-FM02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06N-M01-P-FM03	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06N-M01-P-MF01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06N-M01-P-MF02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06N-M01-P-MF03	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06N-M01-S-FM01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06N-M01-S-FM02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06N-M01-S-FM03	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06N-M01-S-MF01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06N-M01-S-MF02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06S-F01-P-FM01	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06S-F01-P-FM02	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06S-F01-P-MF01	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06S-F01-S-FM01	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06S-F01-S-FM02	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06S-F01-S-MF01	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06S-F01-S-MF02	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06S-F01-T-FM01	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S06S-M01-P-FM01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06S-M01-P-MF01	S	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06S-M01-P-MF02	S	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06S-M01-P-MF03	S	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06S-M01-S-FM01	S	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06S-M01-S-FM02	S	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06S-M01-S-MF01	S	M	01M	MSP-IMPROV	1
MSP-IMPROV-S06S-M01-T-MF01	S	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07A-F01-P-FM01	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07A-F01-P-FM02	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07A-F01-P-FM03	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07A-F01-P-MF01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07A-F01-S-FM01	A	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07A-F01-S-FM02	A	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07A-F01-S-FM03	A	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07A-F01-S-MF01	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07A-F01-S-MF02	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07A-F01-S-MF03	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07A-M01-P-FM01	H	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07A-M01-P-FM03	H	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07A-M01-P-FM04	H	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07A-M01-P-MF01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07A-M01-P-MF02	A	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07A-M01-P-MF03	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07A-M01-S-FM01	S	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07A-M01-S-FM02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07A-M01-S-FM03	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07A-M01-S-MF01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07A-M01-S-MF02	A	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07A-M01-S-MF03	A	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07A-M01-T-MF01	A	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07H-F01-P-FM03	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07H-F01-P-FM04	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07H-F01-P-MF01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07H-F01-P-MF02	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07H-F01-P-MF03	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07H-F01-S-FM01	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07H-F01-S-FM02	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07H-F01-S-MF01	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07H-F01-S-MF02	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07H-F01-S-MF03	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07H-F01-S-MF04	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07H-F01-T-FM01	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07H-M01-P-FM01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07H-M01-P-FM02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07H-M01-P-FM03	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07H-M01-P-MF01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07H-M01-P-MF02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07H-M01-P-MF03	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07H-M01-P-MF04	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07H-M01-S-FM01	H	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07H-M01-S-FM02	H	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07H-M01-S-MF01	H	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07H-M01-S-MF02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07H-M01-S-MF03	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07H-M01-T-MF01	H	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07N-F01-P-FM01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07N-F01-P-FM02	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07N-F01-P-MF01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07N-F01-P-MF02	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07N-F01-S-FM01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07N-F01-S-MF01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07N-F01-S-MF02	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07N-F01-T-FM01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07N-M01-P-FM01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07N-M01-P-FM02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07N-M01-P-MF01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07N-M01-P-MF02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07N-M01-P-MF03	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07N-M01-S-FM01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07N-M01-S-FM02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07N-M01-S-MF01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07N-M01-S-MF02	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07N-M01-T-MF01	N	M	01M	MSP-IMPROV	1
MSP-IMPROV-S07S-F01-P-FM01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07S-F01-P-FM02	H	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07S-F01-P-FM03	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07S-F01-P-MF01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07S-F01-P-MF02	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07S-F01-S-FM01	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07S-F01-S-FM02	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07S-F01-S-FM03	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07S-F01-S-MF01	N	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07S-F01-S-MF02	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07S-F01-T-FM01	S	F	01F	MSP-IMPROV	1
MSP-IMPROV-S07S-M01-P-FM01	N	M	01M	MSP-IMPROV	1
